Row PackBc PackCc UnpackCc CopyBr/CopyCr StreamA/Ac StreamBr/Bc StreamC/Cc/Cr Arithmetic
4x4 5.9814453125 1.03400735294118 0.195756392045455 15.9320809248555 0.605769230769231 15.9320809248555 0 11.010048
4x8 2.99072265625 1.03400735294118 0.195756392045455 7.96604046242775 0.605769230769231 7.96604046242775 0 11.010048
4x12 1.99381510416667 1.03400735294118 0.195756392045455 5.36488439306358 0.605769230769231 5.36488439306358 0 11.010048
4x16 1.495361328125 1.03400735294118 0.195756392045455 3.98302023121387 0.605769230769231 3.98302023121387 0 11.010048
4x20 1.1962890625 1.03400735294118 0.195756392045455 3.2514450867052 0.605769230769231 3.2514450867052 0 11.010048
4x24 0.996907552083333 1.03400735294118 0.195756392045455 2.68244219653179 0.605769230769231 2.68244219653179 0 11.010048
8x4 5.9814453125 0.517003676470588 0.195756392045455 15.9320809248555 0.302884615384615 15.9320809248555 0 11.010048
8x8 2.99072265625 0.517003676470588 0.195756392045455 7.96604046242775 0.302884615384615 7.96604046242775 0 11.010048
8x12 1.99381510416667 0.517003676470588 0.195756392045455 5.36488439306358 0.302884615384615 5.36488439306358 0 11.010048
8x16 1.495361328125 0.517003676470588 0.195756392045455 3.98302023121387 0.302884615384615 3.98302023121387 0 11.010048
8x20 1.1962890625 0.517003676470588 0.195756392045455 3.2514450867052 0.302884615384615 3.2514450867052 0 11.010048
8x24 0.996907552083333 0.517003676470588 0.195756392045455 2.68244219653179 0.302884615384615 2.68244219653179 0 11.010048
12x4 5.9814453125 0.344669117647059 0.195756392045455 15.9320809248555 0.208233173076923 15.9320809248555 0 11.010048
12x8 2.99072265625 0.344669117647059 0.195756392045455 7.96604046242775 0.208233173076923 7.96604046242775 0 11.010048
12x12 1.99381510416667 0.344669117647059 0.195756392045455 5.36488439306358 0.208233173076923 5.36488439306358 0 11.010048
12x16 1.495361328125 0.344669117647059 0.195756392045455 3.98302023121387 0.208233173076923 3.98302023121387 0 11.010048
12x20 1.1962890625 0.344669117647059 0.195756392045455 3.2514450867052 0.208233173076923 3.2514450867052 0 11.010048
12x24 0.996907552083333 0.344669117647059 0.195756392045455 2.68244219653179 0.208233173076923 2.68244219653179 0 11.010048
16x4 5.9814453125 0.258501838235294 0.195756392045455 15.9320809248555 0.151442307692308 15.9320809248555 0 11.010048
16x8 2.99072265625 0.258501838235294 0.195756392045455 7.96604046242775 0.151442307692308 7.96604046242775 0 11.010048
16x12 1.99381510416667 0.258501838235294 0.195756392045455 5.36488439306358 0.151442307692308 5.36488439306358 0 11.010048
16x16 1.495361328125 0.258501838235294 0.195756392045455 3.98302023121387 0.151442307692308 3.98302023121387 0 11.010048
16x20 1.1962890625 0.258501838235294 0.195756392045455 3.2514450867052 0.151442307692308 3.2514450867052 0 11.010048
16x24 0.996907552083333 0.258501838235294 0.195756392045455 2.68244219653179 0.151442307692308 2.68244219653179 0 11.010048
20x4 5.9814453125 0.206801470588235 0.195756392045455 15.9320809248555 0.132512019230769 15.9320809248555 0 11.010048
20x8 2.99072265625 0.206801470588235 0.195756392045455 7.96604046242775 0.132512019230769 7.96604046242775 0 11.010048
20x12 1.99381510416667 0.206801470588235 0.195756392045455 5.36488439306358 0.132512019230769 5.36488439306358 0 11.010048
20x16 1.495361328125 0.206801470588235 0.195756392045455 3.98302023121387 0.132512019230769 3.98302023121387 0 11.010048
20x20 1.1962890625 0.206801470588235 0.195756392045455 3.2514450867052 0.132512019230769 3.2514450867052 0 11.010048
20x24 0.996907552083333 0.206801470588235 0.195756392045455 2.68244219653179 0.132512019230769 2.68244219653179 0 11.010048
24x4 5.9814453125 0.172334558823529 0.195756392045455 15.9320809248555 0.113581730769231 15.9320809248555 0 11.010048
24x8 2.99072265625 0.172334558823529 0.195756392045455 7.96604046242775 0.113581730769231 7.96604046242775 0 11.010048
24x12 1.99381510416667 0.172334558823529 0.195756392045455 5.36488439306358 0.113581730769231 5.36488439306358 0 11.010048
24x16 1.495361328125 0.172334558823529 0.195756392045455 3.98302023121387 0.113581730769231 3.98302023121387 0 11.010048
24x20 1.1962890625 0.172334558823529 0.195756392045455 3.2514450867052 0.113581730769231 3.2514450867052 0 11.010048
24x24 0.996907552083333 0.172334558823529 0.195756392045455 2.68244219653179 0.113581730769231 2.68244219653179 0 11.010048
